age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,non_zero_capital_gain,non_zero_capital_loss
51-70,Private,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,4650,0,31-50,United-States,<=50K,4650,
31-50,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,11-30,United-States,<=50K,4650,
31-50,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,31-50,United-States,<=50K,4650,
31-50,Federal-gov,11,Never-married,Tech-support,Own-child,Black,Male,4650,0,31-50,United-States,<=50K,4650,
51-70,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4508,0,31-50,Other,<=50K,4508,
31-50,Private,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4508,0,31-50,Other,<=50K,4508,
17-30,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,4508,0,11-30,United-States,<=50K,4508,
31-50,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4508,0,11-30,United-States,<=50K,4508,
17-30,Private,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508,0,31-50,United-States,<=50K,4508,
51-70,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4508,0,31-50,United-States,<=50K,4508,
31-50,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,31-50,Other,<=50K,4508,
17-30,Private,5,Married-civ-spouse,Sales,Husband,White,Male,4508,0,31-50,United-States,<=50K,4508,
17-30,Self-emp-not-inc,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,4508,0,11-30,Other,<=50K,4508,
31-50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,70+,United-States,<=50K,4508,
31-50,Private,15,Married-civ-spouse,Sales,Husband,White,Male,4508,0,31-50,United-States,<=50K,4508,
31-50,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,4508,0,31-50,United-States,<=50K,4508,
17-30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,4416,0,31-50,United-States,<=50K,4416,
17-30,Private,9,Never-married,Sales,Not-in-family,White,Male,4416,0,31-50,United-States,<=50K,4416,
17-30,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,4416,0,31-50,United-States,<=50K,4416,
31-50,Self-emp-not-inc,13,Never-married,Craft-repair,Not-in-family,White,Male,4416,0,31-50,United-States,<=50K,4416,
31-50,Private,6,Separated,Exec-managerial,Not-in-family,Black,Male,4416,0,0-10,United-States,<=50K,4416,
31-50,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,31-50,United-States,<=50K,4416,
17-30,Without-pay,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,31-50,United-States,<=50K,4416,
51-70,Private,10,Widowed,Exec-managerial,Not-in-family,White,Male,4416,0,51-70,United-States,<=50K,4416,
31-50,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,4416,0,11-30,United-States,<=50K,4416,
51-70,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,4416,0,11-30,United-States,<=50K,4416,
17-30,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,4416,0,31-50,Other,<=50K,4416,
17-30,Private,10,Never-married,Other-service,Other-relative,White,Female,4416,0,11-30,United-States,<=50K,4416,
31-50,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,<=50K,4386,
51-70,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,31-50,United-States,<=50K,4386,
51-70,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,31-50,United-States,>50K,4386,
51-70,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,<=50K,4386,
31-50,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,Other,>50K,4386,
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,51-70,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,51-70,United-States,<=50K,4386,
17-30,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,4386,0,70+,United-States,>50K,4386,
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,31-50,United-States,>50K,4386,
31-50,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,51-70,United-States,>50K,4386,
51-70,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,11-30,United-States,>50K,4386,
51-70,Private,7,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Private,7,Married-civ-spouse,Sales,Husband,White,Male,4386,0,11-30,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,31-50,United-States,>50K,4386,
51-70,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
17-30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,51-70,United-States,<=50K,4386,
31-50,Local-gov,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,11-30,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,<=50K,4386,
31-50,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,State-gov,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
17-30,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,4386,0,31-50,United-States,>50K,4386,
51-70,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,51-70,United-States,<=50K,4386,
17-30,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,4386,0,31-50,United-States,>50K,4386,
51-70,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,10,Married-civ-spouse,Sales,Wife,White,Female,4386,0,11-30,United-States,<=50K,4386,
31-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,<=50K,4386,
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,Other,>50K,4386,
51-70,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4386,0,31-50,Other,>50K,4386,
31-50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,51-70,United-States,<=50K,4386,
31-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,4386,0,31-50,United-States,<=50K,4386,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,4386,0,31-50,United-States,<=50K,4386,
31-50,Local-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,0-10,United-States,>50K,4386,
51-70,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,4386,0,11-30,United-States,>50K,4386,
31-50,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Private,11,Married-civ-spouse,Sales,Husband,White,Male,4386,0,51-70,United-States,>50K,4386,
51-70,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
31-50,Self-emp-not-inc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4386,0,70+,United-States,>50K,4386,
31-50,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,31-50,United-States,>50K,4386,
17-30,Private,9,Never-married,Exec-managerial,Other-relative,White,Male,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,4101,0,31-50,United-States,<=50K,4101,
31-50,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,4101,0,31-50,United-States,<=50K,4101,
51-70,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,4101,0,31-50,United-States,<=50K,4101,
31-50,Self-emp-not-inc,10,Separated,Farming-fishing,Not-in-family,White,Male,4101,0,51-70,United-States,<=50K,4101,
31-50,Private,9,Separated,Other-service,Not-in-family,White,Female,4101,0,31-50,United-States,<=50K,4101,
31-50,Private,13,Never-married,Sales,Not-in-family,White,Male,4101,0,31-50,United-States,<=50K,4101,
51-70,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,10,Never-married,Tech-support,Not-in-family,White,Female,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,9,Never-married,Sales,Own-child,White,Female,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,4101,0,31-50,United-States,<=50K,4101,
31-50,Private,9,Never-married,Craft-repair,Own-child,White,Male,4101,0,31-50,United-States,<=50K,4101,
17-30,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,4101,0,31-50,United-States,<=50K,4101,
31-50,Private,11,Never-married,Adm-clerical,Not-in-family,Other,Female,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,9,Never-married,Sales,Not-in-family,White,Male,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,31-50,United-States,<=50K,4101,
17-30,Local-gov,13,Never-married,Adm-clerical,Not-in-family,Black,Female,4101,0,51-70,United-States,<=50K,4101,
51-70,State-gov,8,Never-married,Other-service,Own-child,White,Male,4101,0,31-50,United-States,<=50K,4101,
31-50,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,4101,0,31-50,United-States,<=50K,4101,
17-30,Private,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,4101,0,51-70,United-States,<=50K,4101,
17-30,Private,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,11-30,United-States,<=50K,4064,
51-70,Private,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4064,0,31-50,Other,<=50K,4064,
31-50,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,11-30,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
17-30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Local-gov,9,Married-civ-spouse,Transport-moving,Wife,White,Female,4064,0,11-30,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4064,0,51-70,United-States,<=50K,4064,
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,Self-emp-inc,6,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,51-70,United-States,<=50K,4064,
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,4,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,3,Married-civ-spouse,Other-service,Husband,Other,Male,4064,0,31-50,Other,<=50K,4064,
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Local-gov,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,51-70,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,4064,0,31-50,United-States,<=50K,4064,
17-30,Federal-gov,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,31-50,Other,<=50K,4064,
31-50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Federal-gov,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,4064,0,11-30,Other,<=50K,4064,
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,11,Married-civ-spouse,Sales,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
17-30,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,51-70,United-States,<=50K,4064,
31-50,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
51-70,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,4064,0,51-70,United-States,<=50K,4064,
17-30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4064,0,51-70,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,4064,0,31-50,United-States,<=50K,4064,
31-50,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
31-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
31-50,Private,8,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
17-30,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
31-50,Private,12,Married-civ-spouse,Sales,Wife,White,Female,3942,0,31-50,United-States,<=50K,3942,
31-50,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
31-50,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
17-30,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3942,0,31-50,United-States,<=50K,3942,
51-70,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
31-50,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,3942,0,70+,Other,<=50K,3942,
17-30,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
31-50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,3942,0,31-50,United-States,<=50K,3942,
17-30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,31-50,United-States,<=50K,3942,
51-70,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,3942,0,11-30,Other,<=50K,3942,
31-50,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,3908,0,0-10,United-States,<=50K,3908,
31-50,Federal-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,51-70,United-States,<=50K,3908,
31-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
51-70,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,3908,0,11-30,United-States,<=50K,3908,
17-30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
17-30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,3908,0,51-70,United-States,<=50K,3908,
51-70,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
51-70,Private,4,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,3908,0,31-50,United-States,<=50K,3908,
51-70,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
17-30,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,31-50,United-States,<=50K,3908,
17-30,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,11-30,United-States,<=50K,3908,
31-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
17-30,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
17-30,Private,6,Married-civ-spouse,Other-service,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
51-70,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
31-50,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,51-70,United-States,<=50K,3908,
31-50,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,3908,0,70+,United-States,<=50K,3908,
51-70,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,31-50,United-States,<=50K,3908,
51-70,State-gov,9,Separated,Adm-clerical,Unmarried,Black,Female,3887,0,31-50,United-States,<=50K,3887,
31-50,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Female,3887,0,31-50,Other,<=50K,3887,
17-30,Federal-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,3887,0,31-50,United-States,<=50K,3887,
31-50,State-gov,10,Never-married,Protective-serv,Unmarried,Black,Female,3887,0,31-50,United-States,<=50K,3887,
31-50,Private,9,Divorced,Adm-clerical,Unmarried,White,Male,3887,0,31-50,United-States,<=50K,3887,
31-50,Private,10,Separated,Tech-support,Unmarried,Black,Female,3887,0,31-50,United-States,<=50K,3887,
51-70,Self-emp-inc,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818,0,11-30,United-States,<=50K,3818,
51-70,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3818,0,11-30,United-States,<=50K,3818,
51-70,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,3818,0,31-50,United-States,<=50K,3818,
51-70,Private,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,3818,0,31-50,United-States,<=50K,3818,
51-70,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818,0,31-50,United-States,<=50K,3818,
70+,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818,0,11-30,United-States,<=50K,3818,
51-70,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,3818,0,0-10,United-States,<=50K,3818,
31-50,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,31-50,Other,<=50K,3781,
17-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3781,0,31-50,United-States,<=50K,3781,
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3781,0,31-50,United-States,<=50K,3781,
51-70,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,11-30,United-States,<=50K,3781,
31-50,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,31-50,United-States,<=50K,3781,
51-70,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3781,0,31-50,United-States,<=50K,3781,
31-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,31-50,United-States,<=50K,3781,
17-30,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3781,0,31-50,United-States,<=50K,3781,
17-30,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,3781,0,31-50,United-States,<=50K,3781,
17-30,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,3781,0,31-50,United-States,<=50K,3781,
51-70,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,3781,0,31-50,Other,<=50K,3781,
31-50,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,3781,0,31-50,Other,<=50K,3781,
31-50,Private,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,31-50,United-States,<=50K,3674,
31-50,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,3674,0,11-30,United-States,<=50K,3674,
31-50,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,3674,0,31-50,United-States,<=50K,3674,
31-50,Federal-gov,7,Never-married,Sales,Not-in-family,Black,Female,3674,0,31-50,United-States,<=50K,3674,
17-30,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,3674,0,31-50,United-States,<=50K,3674,
51-70,Private,7,Widowed,Prof-specialty,Not-in-family,White,Female,3674,0,31-50,United-States,<=50K,3674,
17-30,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,3674,0,31-50,United-States,<=50K,3674,
17-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,3674,0,11-30,United-States,<=50K,3674,
31-50,Private,9,Divorced,Sales,Not-in-family,White,Male,3674,0,31-50,United-States,<=50K,3674,
